epic,feature,story_id,story,scenario,code_unit,path,test,evidence,status,finding_ids,maturity,gap
Ride Fulfillment,Schema change (unmapped to a story),ORPHAN,-,happy,91_driver_documents_expiry_date.sql,backend/migrations/91_driver_documents_expiry_date.sql,NONE,INFERRED,orphan,-,-,-
Ride Fulfillment,Real-time location (WS),S-fulfil-02,"As a rider/driver, I see live location updates during the ride via WebSocket",happy,91_driver_location_history_accuracy_fk.sql,backend/migrations/91_driver_location_history_accuracy_fk.sql,NONE,INFERRED,mapped,-,-,-
Integrations & Webhooks,Stripe KYC/Identity,S-integ-04,"As a driver/corporate admin, identity is verified via Stripe Identity",happy,92_drivers_stripe_kyc_mirror.sql,backend/migrations/92_drivers_stripe_kyc_mirror.sql,NONE,INFERRED,mapped,-,-,-
Driver Earnings & Payouts,Per-driver payouts,S-earn-04,"As a driver, my earnings are paid out to my bank account",happy,92_payouts_instant.sql,backend/migrations/92_payouts_instant.sql,NONE,INFERRED,mapped,-,-,-
Admin Dashboard & Operations,Schema change (unmapped to a story),ORPHAN,-,happy,93_settings_missing_columns.sql,backend/migrations/93_settings_missing_columns.sql,NONE,INFERRED,orphan,-,-,-
Platform Foundation & Schema,Schema change (unmapped to a story),ORPHAN,-,happy,94_safety_incidents.sql,backend/migrations/94_safety_incidents.sql,NONE,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Schema change (unmapped to a story),ORPHAN,-,happy,95_settings_safety_alert_emails.sql,backend/migrations/95_settings_safety_alert_emails.sql,NONE,INFERRED,orphan,-,-,-
Promotions & Loyalty,Driver quests/bonuses,S-promo-02,"As a driver, I complete quests for bonus incentives",happy,96_driver_ride_incentives.sql,backend/migrations/96_driver_ride_incentives.sql,NONE,INFERRED,mapped,-,-,-
Driver Earnings & Payouts,Per-driver payouts,S-earn-04,"As a driver, my earnings are paid out to my bank account",happy,96_payouts_instant_reversal.sql,backend/migrations/96_payouts_instant_reversal.sql,NONE,INFERRED,mapped,-,-,-
Ride Fulfillment,Schema change (unmapped to a story),ORPHAN,-,happy,97_driver_intent_timestamps.sql,backend/migrations/97_driver_intent_timestamps.sql,NONE,INFERRED,orphan,-,-,-
Ride Fulfillment,Schema change (unmapped to a story),ORPHAN,-,happy,98_create_ride_messages.sql,backend/migrations/98_create_ride_messages.sql,NONE,INFERRED,orphan,-,-,-
Platform Foundation & Schema,Schema change (unmapped to a story),ORPHAN,-,happy,99_cloud_messages_jsonb_columns.sql,backend/migrations/99_cloud_messages_jsonb_columns.sql,NONE,INFERRED,orphan,-,-,-
Ride Fulfillment,Lost & found,S-fulfil-08,"As a rider/driver, I can report/claim a lost item after a ride",happy,lost-and-found.tsx,rider-app/app/lost-and-found.tsx,NONE,INFERRED,mapped,-,-,-
AI Assistant,Rider AI assistant,S-ai-01,"As a rider, I can ask an AI assistant for help",happy,ai-assistant.tsx,rider-app/app/ai-assistant.tsx,NONE,INFERRED,mapped,-,-,-
Corporate / B2B Billing,Allowance cap & ledger,S-corp-03,"As a corporate admin, member allowances are capped and tracked atomically",happy,work-allowance-request.tsx,rider-app/app/work-allowance-request.tsx,NONE,INFERRED,mapped,-,-,-
Ride Booking & Matching,Address/pickup validation,S-book-08,"As a rider, I can save/select addresses and favorites for pickup/dropoff",happy,saved-places.tsx,rider-app/app/saved-places.tsx,NONE,INFERRED,mapped,-,-,-
Ride Fulfillment,Screen (unmapped),ORPHAN,-,happy,ride-in-progress.tsx,rider-app/app/ride-in-progress.tsx,NONE,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,legacy-consent-notice.tsx,rider-app/app/legacy-consent-notice.tsx,NONE,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,reactivate-account.tsx,rider-app/app/reactivate-account.tsx,NONE,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,legal.tsx,rider-app/app/legal.tsx,rider-app/__tests__/legalScreen.test.tsx,INFERRED,orphan,-,-,-
Authentication & Authorization,Email/phone OTP,S-auth-02,"As a user, I verify identity via a 6-digit OTP",happy,otp.tsx,rider-app/app/otp.tsx,rider-app/__tests__/otpScreen.test.tsx,INFERRED,mapped,-,-,-
Promotions & Loyalty,Referral codes,S-promo-04,"As a rider/driver, I refer others and earn a reward",happy,referral.tsx,rider-app/app/referral.tsx,rider-app/__tests__/referralScreen.test.tsx,INFERRED,mapped,-,-,-
Authentication & Authorization,Screen (unmapped),ORPHAN,-,happy,login.tsx,rider-app/app/login.tsx,rider-app/__tests__/loginScreen.test.tsx,INFERRED,orphan,-,-,-
"Safety, Trust & Fraud",Screen (unmapped),ORPHAN,-,happy,safety-hub.tsx,rider-app/app/safety-hub.tsx,NONE,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,support.tsx,rider-app/app/support.tsx,rider-app/__tests__/supportScreen.test.tsx,INFERRED,orphan,-,-,-
Ride Fulfillment,Real-time location (WS),S-fulfil-02,"As a rider/driver, I see live location updates during the ride via WebSocket",happy,ride-tracking-webview.tsx,rider-app/app/ride-tracking-webview.tsx,NONE,INFERRED,mapped,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,manage-cards.tsx,rider-app/app/manage-cards.tsx,NONE,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,privacy-settings.tsx,rider-app/app/privacy-settings.tsx,NONE,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,settings.tsx,rider-app/app/settings.tsx,rider-app/__tests__/privacySettingsToggles.test.tsx,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,search-destination.tsx,rider-app/app/search-destination.tsx,NONE,INFERRED,orphan,-,-,-
Ride Booking & Matching,Scheduled rides,S-book-06,"As a rider, I can schedule a ride for a future time",happy,scheduled-rides.tsx,rider-app/app/scheduled-rides.tsx,NONE,INFERRED,mapped,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,pick-on-map.tsx,rider-app/app/pick-on-map.tsx,NONE,INFERRED,orphan,-,-,-
Ride Fulfillment,Screen (unmapped),ORPHAN,-,happy,driver-arriving.tsx,rider-app/app/driver-arriving.tsx,NONE,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,policies.tsx,rider-app/app/policies.tsx,rider-app/__tests__/policiesScreen.test.tsx,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,ride-details.tsx,rider-app/app/ride-details.tsx,rider-app/__tests__/ride-details-route.test.tsx,INFERRED,orphan,-,-,-
Authentication & Authorization,Profile management,S-auth-06,"As a rider/driver, I can view/edit my profile",happy,profile-setup.tsx,rider-app/app/profile-setup.tsx,NONE,INFERRED,mapped,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,ride-options.tsx,rider-app/app/ride-options.tsx,rider-app/__tests__/ride-options-payment-sheet.test.tsx,INFERRED,orphan,-,-,-
Authentication & Authorization,Screen (unmapped),ORPHAN,-,happy,verify-email.tsx,rider-app/app/verify-email.tsx,NONE,INFERRED,orphan,-,-,-
Ride Completion & Payments,Wallet settlement,S-pay-02,"As a rider, I can pay with wallet balance; insufficient balance is rejected cleanly",happy,wallet.tsx,rider-app/app/wallet.tsx,rider-app/__tests__/walletStore-error-messages.test.ts,INFERRED,mapped,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,_layout.tsx,rider-app/app/_layout.tsx,NONE,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,confirm-pickup.tsx,rider-app/app/confirm-pickup.tsx,NONE,INFERRED,orphan,-,-,-
Ride Fulfillment,In-ride chat,S-fulfil-06,"As a rider/driver, I can chat during an active ride",happy,lost-and-found-chat.tsx,rider-app/app/lost-and-found-chat.tsx,NONE,INFERRED,mapped,-,-,-
Ride Booking & Matching,Accessibility/WAV dispatch,S-book-07,"As a rider needing a WAV, I am matched to a WAV-equipped driver when available",happy,accessibility.tsx,rider-app/app/accessibility.tsx,rider-app/__tests__/accessibilityScreen.test.tsx,INFERRED,mapped,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,ride-status.tsx,rider-app/app/ride-status.tsx,NONE,INFERRED,orphan,-,-,-
"Safety, Trust & Fraud",Screen (unmapped),ORPHAN,-,happy,report-safety.tsx,rider-app/app/report-safety.tsx,NONE,INFERRED,orphan,-,-,-
Ride Fulfillment,In-ride chat,S-fulfil-06,"As a rider/driver, I can chat during an active ride",happy,chat-driver.tsx,rider-app/app/chat-driver.tsx,NONE,INFERRED,mapped,-,-,-
Promotions & Loyalty,Coupon/promo codes,S-promo-01,"As a rider, I can apply a promo code to a ride",happy,promotions.tsx,rider-app/app/promotions.tsx,rider-app/__tests__/promotionsScreen.test.tsx,INFERRED,mapped,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,become-driver.tsx,rider-app/app/become-driver.tsx,NONE,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,ride-completed.tsx,rider-app/app/ride-completed.tsx,rider-app/__tests__/ride-completed-route.test.tsx,INFERRED,orphan,-,-,-
Promotions & Loyalty,Rider loyalty,S-promo-03,"As a rider, I earn loyalty rewards",happy,loyalty.tsx,rider-app/app/loyalty.tsx,rider-app/__tests__/loyaltyScreen.test.tsx,INFERRED,mapped,-,-,-
Ride Completion & Payments,Screen (unmapped),ORPHAN,-,happy,payment-confirm.tsx,rider-app/app/payment-confirm.tsx,rider-app/__tests__/payment-confirm-error-state.test.tsx,INFERRED,orphan,-,-,-
"Safety, Trust & Fraud",Screen (unmapped),ORPHAN,-,happy,emergency-contacts.tsx,rider-app/app/emergency-contacts.tsx,NONE,INFERRED,orphan,-,-,-
Authentication & Authorization,Profile management,S-auth-06,"As a rider/driver, I can view/edit my profile",happy,work-profile.tsx,rider-app/app/work-profile.tsx,NONE,INFERRED,mapped,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,activity.tsx,rider-app/app/(tabs)/activity.tsx,rider-app/services/__tests__/rideVoltraLiveActivity.test.ts,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,account.tsx,rider-app/app/(tabs)/account.tsx,rider-app/__tests__/accountEmailVerification.test.tsx,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,_layout.tsx,rider-app/app/(tabs)/_layout.tsx,NONE,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,index.tsx,rider-app/app/(tabs)/index.tsx,rider-app/__tests__/indexScreen.test.tsx,INFERRED,orphan,-,-,-
Ride Fulfillment,Screen (unmapped),ORPHAN,-,happy,driver-arrived.tsx,rider-app/app/driver-arrived.tsx,NONE,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,index.tsx,rider-app/app/index.tsx,rider-app/__tests__/indexScreen.test.tsx,INFERRED,orphan,-,-,-
Notifications & Messaging,In-app notifications,S-notif-03,"As a user, I see an in-app notification inbox",happy,notifications.tsx,rider-app/app/notifications.tsx,rider-app/__tests__/notificationsScreen.test.tsx,INFERRED,mapped,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,vehicle-info.tsx,driver-app/app/vehicle-info.tsx,NONE,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,legacy-consent-notice.tsx,driver-app/app/legacy-consent-notice.tsx,NONE,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,reactivate-account.tsx,driver-app/app/reactivate-account.tsx,NONE,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,legal.tsx,driver-app/app/legal.tsx,driver-app/__tests__/app/legalScreen.test.tsx,INFERRED,orphan,-,-,-
Authentication & Authorization,Email/phone OTP,S-auth-02,"As a user, I verify identity via a 6-digit OTP",happy,otp.tsx,driver-app/app/otp.tsx,driver-app/__tests__/app/otpScreen.test.tsx,INFERRED,mapped,-,-,-
Promotions & Loyalty,Driver quests/bonuses,S-promo-02,"As a driver, I complete quests for bonus incentives",happy,quests.tsx,driver-app/app/driver/quests.tsx,driver-app/__tests__/screens/driverQuestsScreen.test.tsx,INFERRED,mapped,-,-,-
Ride Fulfillment,Lost & found,S-fulfil-08,"As a rider/driver, I can report/claim a lost item after a ride",happy,lost-and-found.tsx,driver-app/app/driver/lost-and-found.tsx,NONE,INFERRED,mapped,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,destination-mode.tsx,driver-app/app/driver/destination-mode.tsx,NONE,INFERRED,orphan,-,-,-
Ride Booking & Matching,Address/pickup validation,S-book-08,"As a rider, I can save/select addresses and favorites for pickup/dropoff",happy,addresses.tsx,driver-app/app/driver/addresses.tsx,driver-app/__tests__/app/addressesScreen.test.tsx,INFERRED,mapped,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,ride-detail.tsx,driver-app/app/driver/ride-detail.tsx,driver-app/__tests__/screens/ride-detail-route.test.tsx,INFERRED,orphan,-,-,-
Promotions & Loyalty,Marketing/subscriptions,S-promo-05,"As a rider/driver, I subscribe to a paid plan (Spinr Pass)",happy,subscription.tsx,driver-app/app/driver/subscription.tsx,driver-app/__tests__/app/subscriptionSuccessScreen.test.tsx,INFERRED,mapped,-,-,-
Promotions & Loyalty,Referral codes,S-promo-04,"As a rider/driver, I refer others and earn a reward",happy,referral.tsx,driver-app/app/driver/referral.tsx,driver-app/__tests__/app/driverReferralScreen.test.tsx,INFERRED,mapped,-,-,-
Driver Earnings & Payouts,Screen (unmapped),ORPHAN,-,happy,tax-documents.tsx,driver-app/app/driver/tax-documents.tsx,NONE,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,faq.tsx,driver-app/app/driver/faq.tsx,driver-app/__tests__/app/faqScreen.test.tsx,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,help.tsx,driver-app/app/driver/help.tsx,driver-app/__tests__/app/helpScreen.test.tsx,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,upcoming.tsx,driver-app/app/driver/upcoming.tsx,NONE,INFERRED,orphan,-,-,-
Driver Earnings & Payouts,Per-driver payouts,S-earn-04,"As a driver, my earnings are paid out to my bank account",happy,payout-history.tsx,driver-app/app/driver/payout-history.tsx,NONE,INFERRED,mapped,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,settings.tsx,driver-app/app/driver/settings.tsx,driver-app/__tests__/app/driverSettingsScreen.test.tsx,INFERRED,orphan,-,-,-
Driver Earnings & Payouts,Per-driver payouts,S-earn-04,"As a driver, my earnings are paid out to my bank account",happy,payout.tsx,driver-app/app/driver/payout.tsx,driver-app/__tests__/app/payoutScreen.test.tsx,INFERRED,mapped,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,_layout.tsx,driver-app/app/driver/_layout.tsx,NONE,INFERRED,orphan,-,-,-
Ride Fulfillment,In-ride chat,S-fulfil-06,"As a rider/driver, I can chat during an active ride",happy,lost-and-found-chat.tsx,driver-app/app/driver/lost-and-found-chat.tsx,NONE,INFERRED,mapped,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,stripe-onboarding.tsx,driver-app/app/driver/stripe-onboarding.tsx,NONE,INFERRED,orphan,-,-,-
Ride Fulfillment,In-ride chat,S-fulfil-06,"As a rider/driver, I can chat during an active ride",happy,chat.tsx,driver-app/app/driver/chat.tsx,driver-app/hooks/__tests__/useDriverDashboard.chat.test.ts,INFERRED,mapped,-,-,-
"Safety, Trust & Fraud",Screen (unmapped),ORPHAN,-,happy,emergency-contacts.tsx,driver-app/app/driver/emergency-contacts.tsx,NONE,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,activity.tsx,driver-app/app/driver/(tabs)/activity.tsx,driver-app/__tests__/components/ActivityView.test.tsx,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,_layout.tsx,driver-app/app/driver/(tabs)/_layout.tsx,NONE,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,index.tsx,driver-app/app/driver/(tabs)/index.tsx,driver-app/__tests__/app/indexScreen.test.tsx,INFERRED,orphan,-,-,-
Authentication & Authorization,Profile management,S-auth-06,"As a rider/driver, I can view/edit my profile",happy,profile.tsx,driver-app/app/driver/(tabs)/profile.tsx,driver-app/__tests__/app/driverProfileScreen.test.tsx,INFERRED,mapped,-,-,-
Notifications & Messaging,In-app notifications,S-notif-03,"As a user, I see an in-app notification inbox",happy,notifications.tsx,driver-app/app/driver/notifications.tsx,driver-app/__tests__/app/driverNotificationsScreen.test.tsx,INFERRED,mapped,-,-,-
Authentication & Authorization,Screen (unmapped),ORPHAN,-,happy,login.tsx,driver-app/app/login.tsx,driver-app/__tests__/app/loginScreen.test.tsx,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,appeal.tsx,driver-app/app/appeal.tsx,driver-app/__tests__/app/appealScreen.test.tsx,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,policies.tsx,driver-app/app/policies.tsx,driver-app/__tests__/app/policiesScreen.test.tsx,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,crc-consent.tsx,driver-app/app/crc-consent.tsx,NONE,INFERRED,orphan,-,-,-
Authentication & Authorization,Profile management,S-auth-06,"As a rider/driver, I can view/edit my profile",happy,profile-setup.tsx,driver-app/app/profile-setup.tsx,NONE,INFERRED,mapped,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,_layout.tsx,driver-app/app/_layout.tsx,NONE,INFERRED,orphan,-,-,-
"Safety, Trust & Fraud",Screen (unmapped),ORPHAN,-,happy,report-safety.tsx,driver-app/app/report-safety.tsx,NONE,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,account-deactivated.tsx,driver-app/app/account-deactivated.tsx,NONE,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,become-driver.tsx,driver-app/app/become-driver.tsx,NONE,INFERRED,orphan,-,-,-
Promotions & Loyalty,Marketing/subscriptions,S-promo-05,"As a rider/driver, I subscribe to a paid plan (Spinr Pass)",happy,cancel.tsx,driver-app/app/subscription/cancel.tsx,driver-app/__tests__/app/subscriptionCancelScreen.test.tsx,INFERRED,mapped,-,-,-
Promotions & Loyalty,Marketing/subscriptions,S-promo-05,"As a rider/driver, I subscribe to a paid plan (Spinr Pass)",happy,success.tsx,driver-app/app/subscription/success.tsx,driver-app/__tests__/app/subscriptionSuccessScreen.test.tsx,INFERRED,mapped,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,index.tsx,driver-app/app/index.tsx,driver-app/__tests__/app/indexScreen.test.tsx,INFERRED,orphan,-,-,-
Ride Booking & Matching,Screen (unmapped),ORPHAN,-,happy,documents.tsx,driver-app/app/documents.tsx,driver-app/__tests__/app/taxDocumentsScreen.test.tsx,INFERRED,orphan,-,-,-
Notifications & Messaging,In-app notifications,S-notif-03,"As a user, I see an in-app notification inbox",happy,useRideStatusNotification.ts,rider-app/hooks/useRideStatusNotification.ts,NONE,INFERRED,mapped,-,-,-
Ride Booking & Matching,Hook (unmapped),ORPHAN,-,happy,useRideLocationFallback.ts,rider-app/hooks/useRideLocationFallback.ts,rider-app/hooks/__tests__/useRideLocationFallback.test.ts,INFERRED,orphan,-,-,-
Ride Booking & Matching,Hook (unmapped),ORPHAN,-,happy,useBottomSheetGuard.ts,rider-app/hooks/useBottomSheetGuard.ts,rider-app/hooks/__tests__/useBottomSheetGuard.test.tsx,INFERRED,orphan,-,-,-
Ride Booking & Matching,Hook (unmapped),ORPHAN,-,happy,useSplashPhase.ts,rider-app/hooks/useSplashPhase.ts,rider-app/hooks/__tests__/useSplashPhase.test.ts,INFERRED,orphan,-,-,-
Ride Booking & Matching,Hook (unmapped),ORPHAN,-,happy,useRiderSocket.reconnect.test.ts,rider-app/hooks/__tests__/useRiderSocket.reconnect.test.ts,rider-app/hooks/__tests__/useRiderSocket.reconnect.test.ts,INFERRED,orphan,-,-,-
Ride Booking & Matching,Hook (unmapped),ORPHAN,-,happy,useDelayedReconnectWarning.test.ts,rider-app/hooks/__tests__/useDelayedReconnectWarning.test.ts,rider-app/hooks/__tests__/useDelayedReconnectWarning.test.ts,INFERRED,orphan,-,-,-
Ride Booking & Matching,Hook (unmapped),ORPHAN,-,happy,useRideLocationFallback.test.ts,rider-app/hooks/__tests__/useRideLocationFallback.test.ts,rider-app/hooks/__tests__/useRideLocationFallback.test.ts,INFERRED,orphan,-,-,-
Ride Booking & Matching,Scheduled rides,S-book-06,"As a rider, I can schedule a ride for a future time",happy,useScheduledRideReminder.test.ts,rider-app/hooks/__tests__/useScheduledRideReminder.test.ts,rider-app/hooks/__tests__/useScheduledRideReminder.test.ts,INFERRED,mapped,-,-,-
Ride Fulfillment,In-ride chat,S-fulfil-06,"As a rider/driver, I can chat during an active ride",happy,useRiderSocket.chat.test.ts,rider-app/hooks/__tests__/useRiderSocket.chat.test.ts,rider-app/hooks/__tests__/useRiderSocket.chat.test.ts,INFERRED,mapped,-,-,-
Ride Completion & Payments,Hook (unmapped),ORPHAN,-,happy,useSpinrPaymentSheet.test.ts,rider-app/hooks/__tests__/useSpinrPaymentSheet.test.ts,rider-app/hooks/__tests__/useSpinrPaymentSheet.test.ts,INFERRED,orphan,-,-,-
Ride Booking & Matching,Hook (unmapped),ORPHAN,-,happy,useSplashPhase.test.ts,rider-app/hooks/__tests__/useSplashPhase.test.ts,rider-app/hooks/__tests__/useSplashPhase.test.ts,INFERRED,orphan,-,-,-
Ride Booking & Matching,Hook (unmapped),ORPHAN,-,happy,useBottomSheetGuard.test.tsx,rider-app/hooks/__tests__/useBottomSheetGuard.test.tsx,rider-app/hooks/__tests__/useBottomSheetGuard.test.tsx,INFERRED,orphan,-,-,-
Ride Completion & Payments,Hook (unmapped),ORPHAN,-,happy,useSpinrPaymentSheet.ts,rider-app/hooks/useSpinrPaymentSheet.ts,rider-app/hooks/__tests__/useSpinrPaymentSheet.test.ts,INFERRED,orphan,-,-,-
Ride Booking & Matching,Hook (unmapped),ORPHAN,-,happy,useAnimatedValue.ts,rider-app/hooks/useAnimatedValue.ts,NONE,INFERRED,orphan,-,-,-
Ride Booking & Matching,Scheduled rides,S-book-06,"As a rider, I can schedule a ride for a future time",happy,useScheduledRideReminder.ts,rider-app/hooks/useScheduledRideReminder.ts,rider-app/hooks/__tests__/useScheduledRideReminder.test.ts,INFERRED,mapped,-,-,-
Ride Booking & Matching,Hook (unmapped),ORPHAN,-,happy,useRiderSocket.ts,rider-app/hooks/useRiderSocket.ts,rider-app/hooks/__tests__/useRiderSocket.reconnect.test.ts,INFERRED,orphan,MONEY-005,-,-
Ride Booking & Matching,Hook (unmapped),ORPHAN,-,happy,useDelayedReconnectWarning.ts,rider-app/hooks/useDelayedReconnectWarning.ts,rider-app/hooks/__tests__/useDelayedReconnectWarning.test.ts,INFERRED,orphan,-,-,-
Authentication & Authorization,Hook (unmapped),ORPHAN,-,happy,useAuth.ts,rider-app/hooks/useAuth.ts,NONE,INFERRED,orphan,-,-,-
Ride Booking & Matching,Hook (unmapped),ORPHAN,-,happy,useAppResumeKey.ts,rider-app/hooks/useAppResumeKey.ts,NONE,INFERRED,orphan,-,-,-
"Safety, Trust & Fraud",SOS / emergency,S-safety-01,"As a rider/driver, I can trigger SOS and it notifies contacts + safety team",happy,useDriverDiscreetSosFlag.ts,driver-app/hooks/useDriverDiscreetSosFlag.ts,driver-app/hooks/__tests__/useDriverDiscreetSosFlag.test.ts,INFERRED,mapped,-,-,-
"Safety, Trust & Fraud",Hook (unmapped),ORPHAN,-,happy,useDriverSafetyTrigger.ts,driver-app/hooks/useDriverSafetyTrigger.ts,driver-app/hooks/__tests__/useDriverSafetyTrigger.test.ts,INFERRED,orphan,-,-,-
Ride Booking & Matching,Hook (unmapped),ORPHAN,-,happy,useAirportZones.ts,driver-app/hooks/useAirportZones.ts,NONE,INFERRED,orphan,-,-,-
Ride Booking & Matching,Hook (unmapped),ORPHAN,-,happy,useDemandHeatmap.ts,driver-app/hooks/useDemandHeatmap.ts,driver-app/__tests__/hooks/useDemandHeatmap.test.ts,INFERRED,orphan,-,-,-
Ride Booking & Matching,Hook (unmapped),ORPHAN,-,happy,useDriverDashboard.ts,driver-app/hooks/useDriverDashboard.ts,driver-app/hooks/__tests__/useDriverDashboard.socketLifecycle.test.ts,INFERRED,orphan,-,-,-
Ride Booking & Matching,Hook (unmapped),ORPHAN,-,happy,useSplashPhase.ts,driver-app/hooks/useSplashPhase.ts,driver-app/__tests__/hooks/useSplashPhase.test.ts,INFERRED,orphan,-,-,-
Ride Booking & Matching,Hook (unmapped),ORPHAN,-,happy,useDriverDashboard.socketLifecycle.test.ts,driver-app/hooks/__tests__/useDriverDashboard.socketLifecycle.test.ts,driver-app/hooks/__tests__/useDriverDashboard.socketLifecycle.test.ts,INFERRED,orphan,-,-,-
"Safety, Trust & Fraud",SOS / emergency,S-safety-01,"As a rider/driver, I can trigger SOS and it notifies contacts + safety team",happy,useDriverDiscreetSosFlag.test.ts,driver-app/hooks/__tests__/useDriverDiscreetSosFlag.test.ts,driver-app/hooks/__tests__/useDriverDiscreetSosFlag.test.ts,INFERRED,mapped,-,-,-
Ride Fulfillment,Hook (unmapped),ORPHAN,-,happy,liveRouteShared.test.ts,driver-app/hooks/__tests__/liveRouteShared.test.ts,driver-app/hooks/__tests__/liveRouteShared.test.ts,INFERRED,orphan,-,-,-
Ride Fulfillment,In-ride chat,S-fulfil-06,"As a rider/driver, I can chat during an active ride",happy,useDriverDashboard.chat.test.ts,driver-app/hooks/__tests__/useDriverDashboard.chat.test.ts,driver-app/hooks/__tests__/useDriverDashboard.chat.test.ts,INFERRED,mapped,-,-,-
"Safety, Trust & Fraud",Hook (unmapped),ORPHAN,-,happy,useDriverSafetyTrigger.test.ts,driver-app/hooks/__tests__/useDriverSafetyTrigger.test.ts,driver-app/hooks/__tests__/useDriverSafetyTrigger.test.ts,INFERRED,orphan,-,-,-
Ride Booking & Matching,Hook (unmapped),ORPHAN,-,happy,onlineResync.test.ts,driver-app/hooks/__tests__/onlineResync.test.ts,driver-app/hooks/__tests__/onlineResync.test.ts,INFERRED,orphan,-,-,-
Ride Booking & Matching,Hook (unmapped),ORPHAN,-,happy,useVisibleHeatmapCells.test.ts,driver-app/hooks/__tests__/useVisibleHeatmapCells.test.ts,driver-app/hooks/__tests__/useVisibleHeatmapCells.test.ts,INFERRED,orphan,-,-,-
Ride Booking & Matching,Hook (unmapped),ORPHAN,-,happy,goOnlinePermission.test.ts,driver-app/hooks/__tests__/goOnlinePermission.test.ts,driver-app/hooks/__tests__/goOnlinePermission.test.ts,INFERRED,orphan,-,-,-
Ride Booking & Matching,Hook (unmapped),ORPHAN,-,happy,appStateFlush.test.ts,driver-app/hooks/__tests__/appStateFlush.test.ts,driver-app/hooks/__tests__/appStateFlush.test.ts,INFERRED,orphan,-,-,-
