ID,Severity,Priority,Module / Surface,File Name,Repo Path (file:line),Category,Finding (title),Reason (detail),Impact,Risk,Recommendation,Fix / Remediation,Owner,Status,Target Sprint,Regression test needed?,Notes
SPINR-251,Minor,P2,Backend · Rides (rating/receipts/safety),safety.py,backend/routes/rides/safety.py:207,Correctness / Bug,"Safety check-in 'I'm okay' is lost across replicas when Redis is unset, causing false escalations","safety_checkin_response records the rider's 'I'm okay' via redis_set, which silently falls back to a per-process dict when REDIS_URL is unset — with multiple replicas the safety_checkin_loop on another replica never sees the key and escalates the ride to the trust-and-safety team even though the rider confirmed they were fine.","The feature can behave incorrectly, crash, or corrupt data that other parts of the system rely on.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.",Have safety_checkin_response (or the loop) detect the in-memory fallback and fall back to a durable marker — e.g.,Have safety_checkin_response (or the loop) detect the in-memory fallback and fall back to a durable marker — e.g. also write a `safety_checkin_ok_at` column/flag on the ride row that the loop checks before escalating.,,Open,,,
SPINR-252,Minor,P2,Backend · Rides (rating/receipts/safety),sharing.py,backend/routes/rides/sharing.py:171,Performance,Public share-tracking endpoint has no rate limit,"GET /rides/track/{share_token} is unauthenticated and undecorated, so each request performs up to three Supabase reads (ride by token, driver, driver user) with no per-IP throttle — an anonymous client polling aggressively (or a scripted flood of random tokens) drives unthrottled DB load on the ride-tracking path.","Slows the system or breaches a latency target, hurting the rider/driver experience at scale.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Add the public/api rate-limit decorator (keyed by client IP) to track_shared_ride, mirroring the other ride endpoints.","Add the public/api rate-limit decorator (keyed by client IP) to track_shared_ride, mirroring the other ride endpoints.",,Open,,,
SPINR-253,Minor,P2,Backend · Rides (rating/receipts/safety),schemas.py,backend/schemas.py:420,Security,"Rating comment has no length bound, allowing arbitrarily large payloads onto the ride row","RideRatingRequest.comment is an unbounded Optional[str] written verbatim to rides.rider_comment, so a client can post a multi-megabyte comment per completed ride (no body-size middleware exists), bloating the rides table and every subsequent full-row read of that ride.","Someone could read or change data they should not, or bypass a control.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.",Add `max_length=1000` (or similar) to RideRatingRequest.comment.,Add `max_length=1000` (or similar) to RideRatingRequest.comment.,,Open,,,
SPINR-254,Minor,P2,Backend · Safety & Privacy,safety.py,backend/routes/safety.py:79,Correctness / Bug,Client-supplied reported_at stored unvalidated — malformed value 503s the safety report,"body.reported_at is an arbitrary string written straight into a timestamptz column; a client bug sending a malformed date makes the insert raise, so the whole safety report is rejected with 503, and a well-formed but bogus timestamp corrupts the incident timeline.","The feature can behave incorrectly, crash, or corrupt data that other parts of the system rely on.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Parse reported_at with datetime.fromisoformat (fall back to server time on failure) instead of trusting the raw string, and clamp it to a sane window around now.","Parse reported_at with datetime.fromisoformat (fall back to server time on failure) instead of trusting the raw string, and clamp it to a sane window around now.",,Open,,,
SPINR-255,Minor,P2,Backend · Safety & Privacy,safety.py,backend/routes/safety.py:99,Correctness / Bug,Zoho safety ticket created via unreferenced fire-and-forget task,"asyncio.create_task(create_ticket_for_safety(incident)) keeps no reference to the task, so it can be garbage-collected before completion and any exception is never observed — the safety ticket silently fails to reach Zoho.","The feature can behave incorrectly, crash, or corrupt data that other parts of the system rely on.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.",Hold the task in a module-level set with a done-callback that discards it and logs exceptions (e.g.,Hold the task in a module-level set with a done-callback that discards it and logs exceptions (e.g. task.add_done_callback that logs task.exception()).,,Open,,,
SPINR-256,Minor,P2,Backend · Safety & Privacy,marketing_consent.py,backend/services/marketing_consent.py:87,Compliance (PIPEDA),Consent state change and CASL audit event are non-atomic — audit row can be lost after state changed,"set_consent updates marketing_preferences first and appends the marketing_consent_events audit row second; if the event insert fails the caller 500s but the preference has already flipped, leaving a consent state change with no append-only audit evidence — the record CASL/PIPEDA relies on to prove when consent was given or withdrawn.","Breaks a Canadian privacy (PIPEDA) data-handling rule — PII or GPS exposure, or wrong retention.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Move both writes into a single Postgres function (SECURITY DEFINER, like corporate_wallet_apply_delta) or write the event first and derive/confirm the preference update, so a consent state never exists without its audit event.","Move both writes into a single Postgres function (SECURITY DEFINER, like corporate_wallet_apply_delta) or write the event first and derive/confirm the preference update, so a consent state never exists without its audit event.",,Open,,,
SPINR-257,Minor,P2,Backend · Safety & Privacy,retention_purge.py,backend/utils/retention_purge.py:113,Compliance (PIPEDA),Route-snapshot ledger marked deleted without checking per-object storage.remove results,"After a single batch storage remove call, every pending ledger row is stamped deleted_at without inspecting the remove() response, so an object that individually failed to delete (or a path mismatch) is recorded as purged and never retried — GPS route imagery can persist past its retention deadline invisibly.","Breaks a Canadian privacy (PIPEDA) data-handling rule — PII or GPS exposure, or wrong retention.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Intersect the remove() response with the requested paths and only stamp deleted_at for confirmed deletions, leaving the rest for the next daily run.","Intersect the remove() response with the requested paths and only stamp deleted_at for confirmed deletions, leaving the rest for the next daily run.",,Open,,,
SPINR-258,Minor,P2,Backend · Safety & Privacy,retention_purge.py,backend/utils/retention_purge.py:306,Correctness / Bug,"Purge cadence broken: jitter floor (21.6h) under lock TTL (23h) skips daily runs, and the 03:00 scheduler is dead code","The loop sleeps 86400*(0.9..1.1) from process start — minimum 21.6h — while the leader lock TTL is 23h, so a single-replica deployment's next tick finds its own previous lock still live and skips, making the 'daily' purge run every ~43h in the worst case; _seconds_until_next (the documented ~03:00 UTC alignment) is never called.","The feature can behave incorrectly, crash, or corrupt data that other parts of the system rely on.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Sleep via _seconds_until_next(3) so runs align to 03:00 UTC and are always > lock TTL apart, or drop the lock TTL below the minimum sleep (e.g.","Sleep via _seconds_until_next(3) so runs align to 03:00 UTC and are always > lock TTL apart, or drop the lock TTL below the minimum sleep (e.g. 20h).",,Open,,,
SPINR-259,Minor,P2,Backend · Safety & Privacy,safety_checkin_loop.py,backend/utils/safety_checkin_loop.py:80,Correctness / Bug,in_progress query capped at 200 rows with no pagination — rides beyond the cap never get safety check-ins,"get_rows(..., limit=200) with no ordering or pagination means that once more than 200 rides are simultaneously in_progress, an arbitrary subset is silently excluded from safety check-ins and escalations every tick.","The feature can behave incorrectly, crash, or corrupt data that other parts of the system rely on.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.",Page through results (offset loop or keyset on id) or at minimum order by started_at ascending so the oldest — highest-risk — rides are always included.,Page through results (offset loop or keyset on id) or at minimum order by started_at ascending so the oldest — highest-risk — rides are always included.,,Open,,,
SPINR-260,Minor,P2,Backend · Safety & Privacy,safety_checkin_loop.py,backend/utils/safety_checkin_loop.py:130,User Experience,In-memory Redis fallback makes rider 'I'm okay' responses invisible to the loop — false escalations,"When REDIS_URL is unset (or Redis drops), redis_get/redis_set fall back to per-process dicts, so the ok-key written by the API replica handling POST /rides/{id}/safety-checkin (routes/rides/safety.py:207) is invisible to the replica running the loop — riders who confirm they are okay still get escalated as safety incidents, and multiple replicas each send duplicate check-in pushes.","Riders or drivers hit confusion, dead ends, wrong information, or silent failures.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Detect fallback mode in redis_client (expose an is_shared() flag) and disable the check-in loop with a loud error when Redis is not actually shared, instead of generating false safety incidents.","Detect fallback mode in redis_client (expose an is_shared() flag) and disable the check-in loop with a loud error when Redis is not actually shared, instead of generating false safety incidents.",,Open,,,
SPINR-261,Minor,P2,Backend · Safety & Privacy,subprocessor_audit.py,backend/utils/subprocessor_audit.py:141,Process / Tooling,Partial vendor fetch failures return exit 0 — a permanently broken vendor URL silently drops out of the quarterly audit,"run_audit returns 2 only when every vendor fetch fails; if one vendor's sub-processor page 404s forever (page moved), the audit logs a warning and exits 0, so the GitHub Action passes and that vendor is never monitored again — a silent PIPEDA re-disclosure gap.","Weakens a safety net in tooling, CI, or workflow, letting future defects slip through.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Return a non-zero (or at least 1) exit code whenever errors is non-empty, or track consecutive per-vendor failures in the baseline and fail after N misses so the Action opens a PR for review.","Return a non-zero (or at least 1) exit code whenever errors is non-empty, or track consecutive per-vendor failures in the baseline and fail after N misses so the Action opens a PR for review.",,Open,,,
SPINR-262,Minor,P2,Backend · Safety & Privacy,unsubscribe_token.py,backend/utils/unsubscribe_token.py:52,Compliance (PIPEDA),CASL unsubscribe tokens keyed to JWT_SECRET with no key versioning — secret rotation breaks all outstanding links,"Unsubscribe HMACs are signed with settings.JWT_SECRET; rotating the auth secret (a normal security operation) instantly invalidates every unsubscribe link already delivered in emails/SMS, violating CASL's requirement that the mechanism work for at least 60 days after send.","Breaks a Canadian privacy (PIPEDA) data-handling rule — PII or GPS exposure, or wrong retention.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Use a dedicated UNSUBSCRIBE_SIGNING_KEY with support for verifying against a list of current+previous keys (key id in the payload), decoupling CASL link validity from JWT secret rotation.","Use a dedicated UNSUBSCRIBE_SIGNING_KEY with support for verifying against a list of current+previous keys (key id in the payload), decoupling CASL link validity from JWT secret rotation.",,Open,,,
SPINR-263,Minor,P2,Shared (@spinr/shared),cachedClient.ts,shared/api/cachedClient.ts:40,Correctness / Bug,cachedClient reads a token key that is never populated → all its requests are unauthenticated,"cachedClient's getStoredToken reads SecureStore/localStorage key 'auth_token', but authStore.setTokens keeps the access token in memory only and deletes 'auth_token' from storage, so getAuthHeader always resolves null and every cachedClient request goes out without an Authorization header (401 on any authenticated endpoint).","The feature can behave incorrectly, crash, or corrupt data that other parts of the system rely on.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Route cachedClient through the same getAuthHeader() exported from client.ts (in-memory-first + refresh), or delete cachedClient if it is truly unused (no rider/driver imports found) to avoid a latent auth-broken code path.","Route cachedClient through the same getAuthHeader() exported from client.ts (in-memory-first + refresh), or delete cachedClient if it is truly unused (no rider/driver imports found) to avoid a latent auth-broken code path.",,Open,,,
SPINR-264,Minor,P2,Shared (@spinr/shared),client.ts,shared/api/client.ts:52,Security,Web builds send no cookies — fetch omits credentials:'include' while web auth relies on HttpOnly cookies,"authStore documents that web relies entirely on backend HttpOnly cookies for the session (no client token storage), but the shared fetch client never sets credentials:'include', so on a cross-origin web deployment the session cookie is not attached and authenticated requests fail.","Someone could read or change data they should not, or bypass a control.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.",Add credentials: 'include' to the fetch options (at least when Platform.OS === 'web') so the HttpOnly session cookie is sent;,Add credentials: 'include' to the fetch options (at least when Platform.OS === 'web') so the HttpOnly session cookie is sent; also align the storage key/namespace (client.ts uses sessionStorage 'auth_token' on read but localStorage 'auth_token' on the G2 clear at line 938).,,Open,,,
SPINR-265,Minor,P2,Shared (@spinr/shared),client.ts,shared/api/client.ts:937,Correctness / Bug,Web 401-clear reads sessionStorage but deletes localStorage (key mismatch),"The web token read path uses sessionStorage.getItem('auth_token') while the G2 401-clear path uses localStorage.removeItem('auth_token'), so on web the two disagree about where the token lives and a clear can miss the actual stored value.","The feature can behave incorrectly, crash, or corrupt data that other parts of the system rely on.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Pick one web storage (sessionStorage per authStore) and use it consistently for read and clear, or drop client-side web token handling entirely if cookies are authoritative.","Pick one web storage (sessionStorage per authStore) and use it consistently for read and clear, or drop client-side web token handling entirely if cookies are authoritative.",,Open,,,
SPINR-266,Minor,P2,Backend · Support / Integrations,disputes.py,backend/routes/disputes.py:47,Correctness / Bug,"resolution and refund_amount are unvalidated (arbitrary strings, negative/zero amounts)",ResolveDisputeRequest.resolution is a free string — a typo like 'aproved' marks the dispute 'resolved' with no refund and no error — and refund_amount/requested_amount accept negative values (negative refund reaches Stripe and fails as an opaque 502; a rider-supplied requested_amount of 0 is silently replaced by the full fare via the `or` at line 86).,"The feature can behave incorrectly, crash, or corrupt data that other parts of the system rely on.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Use Literal[""approved"",""partial_refund"",""rejected""] for resolution, Field(gt=0) on refund_amount/requested_amount, and compare requested_amount against None rather than falsiness.","Use Literal[""approved"",""partial_refund"",""rejected""] for resolution, Field(gt=0) on refund_amount/requested_amount, and compare requested_amount against None rather than falsiness.",,Open,,,
SPINR-267,Minor,P2,Backend · Support / Integrations,disputes.py,backend/routes/disputes.py:70,Correctness / Bug,Duplicate-dispute guard is check-then-insert with no DB constraint,"Two concurrent create_dispute calls for the same ride both pass the 'existing open dispute' read and both insert, producing duplicate open disputes that can each be resolved with a Stripe refund (different dispute_ids yield different idempotency keys, so double refund is possible).","The feature can behave incorrectly, crash, or corrupt data that other parts of the system rely on.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Add a partial unique index on disputes(ride_id) WHERE status IN ('open','under_review') and handle the conflict as 400, or key the refund idempotency on ride_id.","Add a partial unique index on disputes(ride_id) WHERE status IN ('open','under_review') and handle the conflict as 400, or key the refund idempotency on ride_id.",,Open,,,
SPINR-268,Minor,P2,Backend · Support / Integrations,disputes.py,backend/routes/disputes.py:109,Correctness / Bug,Fire-and-forget Zoho ticket task reference not retained,"asyncio.create_task(create_ticket_for_dispute(...)) discards the Task reference, so the task can be garbage-collected before it runs and the dispute's Zoho ticket is silently never created — support loses visibility of refund requests.","The feature can behave incorrectly, crash, or corrupt data that other parts of the system rely on.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.",Keep the task in a module-level set with a discard done-callback (or use the project's spawn() helper used elsewhere for background sends).,Keep the task in a module-level set with a discard done-callback (or use the project's spawn() helper used elsewhere for background sends).,,Open,,,
SPINR-269,Minor,P2,Backend · Support / Integrations,disputes.py,backend/routes/disputes.py:293,User Experience,Approved-refund push notification never says 'approved' (compares to nonexistent value 'refund'),"resolution_label is set to 'approved' only when req.resolution == 'refund', but the documented resolution values are approved|partial_refund|rejected, so riders whose refund was approved are told only 'Your dispute has been reviewed.' and rejected riders get the same ambiguous wording.","Riders or drivers hit confusion, dead ends, wrong information, or silent failures.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Map labels from the real enum: approved/partial_refund → 'approved', rejected → 'reviewed and declined'.","Map labels from the real enum: approved/partial_refund → 'approved', rejected → 'reviewed and declined'.",,Open,,,
SPINR-270,Minor,P2,Backend · Support / Integrations,favorites.py,backend/routes/favorites.py:49,User Experience,Favorites listed least-used first (order='use_count' without desc),"Once the skip-kwarg crash is fixed, get_favorite_routes orders by use_count ascending (get_rows desc defaults to False), so the rider's most-used favorites appear last instead of first.","Riders or drivers hit confusion, dead ends, wrong information, or silent failures.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.",Pass desc=True (and consider secondary order by last_used_at).,Pass desc=True (and consider secondary order by last_used_at).,,Open,,,
SPINR-271,Minor,P2,Backend · Support / Integrations,favorites.py,backend/routes/favorites.py:70,Correctness / Bug,"Favorite duplicate check compares only latitudes, ignoring longitudes","The duplicate-route check treats two routes as identical when only pickup_lat and dropoff_lat are within 0.001 degrees, so a genuinely different route with similar latitudes (common on east-west trips in grid cities) is silently not saved and the old favorite is returned instead.","The feature can behave incorrectly, crash, or corrupt data that other parts of the system rely on.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.",Include pickup_lng and dropoff_lng in the proximity comparison (all four coordinates within the tolerance).,Include pickup_lng and dropoff_lng in the proximity comparison (all four coordinates within the tolerance).,,Open,,,
SPINR-272,Minor,P2,Backend · Support / Integrations,favorites.py,backend/routes/favorites.py:107,Correctness / Bug,use_count increment is a non-atomic read-modify-write,"use_favorite_route reads use_count then writes fav.use_count+1, so concurrent uses (or replica races) lose increments, corrupting the ordering the favorites list is supposed to rely on.","The feature can behave incorrectly, crash, or corrupt data that other parts of the system rely on.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.",Use a Postgres RPC or SQL `use_count = use_count + 1` (Supabase rpc) instead of client-side arithmetic.,Use a Postgres RPC or SQL `use_count = use_count + 1` (Supabase rpc) instead of client-side arithmetic.,,Open,,,
SPINR-273,Minor,P2,Backend · Support / Integrations,main.py,backend/routes/main.py:90,Security,Unauthenticated /health leaks raw DB exception details and internal loop inventory,"The public health endpoint returns the stringified DB exception (which can include connection/host details from supabase-py errors), exception .details, and the full named list of background loops with staleness, giving reconnaissance data to anyone.","Someone could read or change data they should not, or bypass a control.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Return only {status, db: ok|error} publicly;","Return only {status, db: ok|error} publicly; gate the detailed error string and per-loop breakdown behind admin auth or an internal header.",,Open,,,
SPINR-274,Minor,P2,Backend · Support / Integrations,marketing.py,backend/routes/marketing.py:106,User Experience,"GET unsubscribe executes the opt-out, so mail-scanner link prefetch silently unsubscribes users","The human-visible GET /marketing/unsubscribe immediately processes the opt-out and adds the contact to the suppression list; corporate mail security scanners (Outlook SafeLinks, Mimecast, etc.) fetch GET links in every delivered email, so opted-in recipients get silently unsubscribed and suppressed without ever clicking.","Riders or drivers hit confusion, dead ends, wrong information, or silent failures.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.",Make the GET render a confirmation page with a button that POSTs to perform the opt-out;,Make the GET render a confirmation page with a button that POSTs to perform the opt-out; keep the RFC 8058 POST behavior unchanged.,,Open,,,
SPINR-275,Minor,P2,Backend · Support / Integrations,marketing.py,backend/routes/marketing.py:163,Compliance (PIPEDA),In-app opt-out suppression misattributed as 'unsubscribe_link' in the CASL audit trail,"update_marketing_preferences records the suppression with source='unsubscribe_link' even though the change came from the rider/driver app (body.source), so the CASL/PIPEDA consent audit trail misstates how the opt-out was obtained.","Breaks a Canadian privacy (PIPEDA) data-handling rule — PII or GPS exposure, or wrong retention.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.",Pass source=body.source (rider_app/driver_app) to add_marketing_suppression.,Pass source=body.source (rider_app/driver_app) to add_marketing_suppression.,,Open,,,
SPINR-276,Minor,P2,Backend · Support / Integrations,support.py,backend/routes/support.py:97,Financial,/support/chat lacks the AI-specific rate limit and daily cap applied to /ai/chat,"Each /support/chat message triggers paid Gemini spend, but the endpoint only has the global default 100/minute-per-IP limit — no @ai_chat_limit (10/min) and no per-user daily cap like /ai/chat — letting any authenticated driver burn LLM budget at 10x the intended rate.","Money can be lost, mischarged, double-counted, or paid out incorrectly on real transactions.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.",Apply ai_chat_limit (and ideally the same per-user daily cap) to /support/chat.,Apply ai_chat_limit (and ideally the same per-user daily cap) to /support/chat.,,Open,,,
SPINR-277,Minor,P2,Backend · Support / Integrations,support.py,backend/routes/support.py:133,Security,Support escalation accepts unbounded message/transcript and has no dedicated rate limit,"EscalateRequest.message and transcript have no max_length and /support/escalate has no per-endpoint limiter, so any authenticated user can spam Zoho Desk with high-volume, multi-megabyte tickets (support-queue flooding and Zoho API-credit burn).","Someone could read or change data they should not, or bypass a control.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.",Add Field(max_length=...) caps (e.g.,"Add Field(max_length=...) caps (e.g. 2000 for message, 20000 for transcript) and a tight rate limit such as 3/minute on the escalation endpoint.",,Open,,,
SPINR-278,Minor,P2,Backend · Support / Integrations,zoho_desk_db.py,backend/services/zoho_desk_db.py:124,Correctness / Bug,Mirror search interpolates user input into PostgREST or_ filter with only commas escaped,"list_mirror builds the or_ filter by string-interpolating the admin's search term, escaping only commas; terms containing parentheses, dots, or '%' can produce malformed PostgREST syntax so the query raises and the Help Desk silently falls back to the credit-consuming live Zoho API (or returns wrong results for '%'-containing searches).","The feature can behave incorrectly, crash, or corrupt data that other parts of the system rely on.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.",Sanitize the term to a safe character allowlist (or escape PostgREST reserved characters and LIKE wildcards) before interpolation.,Sanitize the term to a safe character allowlist (or escape PostgREST reserved characters and LIKE wildcards) before interpolation.,,Open,,,
SPINR-279,Minor,P2,Backend · Support / Integrations,zoho_desk_service.py,backend/services/zoho_desk_service.py:137,Security,OAuth client_secret and refresh_token sent as URL query parameters,"_refresh_access_token posts the client_secret and long-lived refresh_token as query-string params (httpx params=), so these credentials can be persisted in outbound proxy logs, corporate egress logs, or Zoho-side access logs, unlike a form-encoded body.","Someone could read or change data they should not, or bypass a control.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.",Send the grant as a form body (`data=params`) — Zoho's token endpoint accepts standard application/x-www-form-urlencoded OAuth2 requests.,Send the grant as a form body (`data=params`) — Zoho's token endpoint accepts standard application/x-www-form-urlencoded OAuth2 requests.,,Open,,,
SPINR-280,Minor,P2,Backend · Wallet & Corporate,corporate_accounts.py,backend/routes/corporate_accounts.py:196,Correctness / Bug,is_active filter applied after pagination with unfiltered X-Total-Count,"get_corporate_accounts applies the is_active filter in Python after the skip/limit DB query and always sets X-Total-Count to the whole-table count, so filtered listings return short/inconsistent pages and a wrong total header.","The feature can behave incorrectly, crash, or corrupt data that other parts of the system rely on.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.",Push is_active into list_corporate_accounts_filtered as a server-side eq filter and count with the same filters (or drop the header when filters are active).,Push is_active into list_corporate_accounts_filtered as a server-side eq filter and count with the same filters (or drop the header when filters are active).,,Open,,,
SPINR-281,Minor,P2,Backend · Wallet & Corporate,corporate_company_bookings.py,backend/routes/corporate_company_bookings.py:206,User Experience,Bookings section filter applied after pagination,"list_bookings fetches a skip/limit page of rides and only then drops rows whose booker isn't in the requested section, so section-filtered pages return fewer rows than limit (possibly zero) while later pages still contain matches — the portal's section filter shows incomplete/empty lists.","Riders or drivers hit confusion, dead ends, wrong information, or silent failures.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Resolve the section's member_ids first and add `corporate_member_id: {""$in"": [...]}` to the DB filter before pagination.","Resolve the section's member_ids first and add `corporate_member_id: {""$in"": [...]}` to the DB filter before pagination.",,Open,,,
SPINR-282,Minor,P2,Backend · Wallet & Corporate,corporate_rider.py,backend/routes/corporate_rider.py:150,Security,join-domain bypasses company-active check enforced by the auto-match flow,"do_join_domain validates only that the email domain exists in corporate_allowed_domains and never checks the company's status, so a rider can create an active membership in a suspended or closed company by calling the endpoint directly, whereas auto_match_by_email intentionally surfaces only active companies.","Someone could read or change data they should not, or bypass a control.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Fetch the corporate account in do_join_domain and 403/409 unless status == 'active', matching the auto-match contract.","Fetch the corporate account in do_join_domain and 403/409 unless status == 'active', matching the auto-match contract.",,Open,,,
SPINR-283,Minor,P2,Backend · Wallet & Corporate,corporate_wallet.py,backend/routes/corporate_wallet.py:84,Process / Tooling,Admin corporate-wallet money endpoints write no audit log rows,"manual_topup, manual_adjust (arbitrary signed adjustments up to ±$100,000), and update_wallet_config perform admin money/config mutations without any log_admin_action call, violating the CLAUDE.md rule that admin actions go to the audit table.","Weakens a safety net in tooling, CI, or workflow, letting future defects slip through.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Add log_admin_action calls (action=corporate_wallet_topup/adjust/config_change with amount, notes, and changed fields) to all three endpoints, following the pattern in routes/corporate_accounts.py.","Add log_admin_action calls (action=corporate_wallet_topup/adjust/config_change with amount, notes, and changed fields) to all three endpoints, following the pattern in routes/corporate_accounts.py.",,Open,,,
SPINR-284,Minor,P2,Backend · Wallet & Corporate,corporate_wallet.py,backend/routes/corporate_wallet.py:143,User Experience,Corporate top-up Stripe errors surface as raw 500,"manual_topup's stripe.PaymentIntent.create (including off_session confirm=True, which raises CardError on decline/SCA-required) is not wrapped in try/except, so a declined company card returns a generic 500 instead of an actionable 402/502 message.","Riders or drivers hit confusion, dead ends, wrong information, or silent failures.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Catch stripe.error.CardError → 402 with the decline reason, other StripeError → 502, mirroring wallet.py's handler.","Catch stripe.error.CardError → 402 with the decline reason, other StripeError → 502, mirroring wallet.py's handler.",,Open,,,
SPINR-285,Minor,P2,Backend · Wallet & Corporate,wallet.py,backend/routes/wallet.py:112,User Experience,Top-up accepts amounts below Stripe's $0.50 CAD minimum,"TopUpRequest allows any amount > 0, so a top-up of e.g. $0.25 passes validation and fails inside Stripe's PaymentIntent.create with amount_too_small, surfaced to the user as an opaque 502 'Payment provider error'.","Riders or drivers hit confusion, dead ends, wrong information, or silent failures.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.",Set a minimum (e.g.,"Set a minimum (e.g. ge=Decimal(""5"") or at least Decimal(""0.50"")) on the field so the client gets a 422 with a clear message.",,Open,,,
SPINR-286,Minor,P2,Backend · Wallet & Corporate,wallet.py,backend/routes/wallet.py:192,User Experience,Wallet top-up Stripe idempotency key omits the amount — second top-up in the same minute fails,"The PaymentIntent idempotency key is `wallet-topup-{user}-{minute}` with no amount, so a user creating two top-ups with different amounts within 60 seconds hits Stripe's idempotency conflict (same key, different params) and gets a generic 502.","Riders or drivers hit confusion, dead ends, wrong information, or silent failures.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Include the amount in the key, mirroring the corporate endpoint: `f""wallet-topup-{user_id}-{amount_cents}-{int(time.time() // 60)}""`.","Include the amount in the key, mirroring the corporate endpoint: `f""wallet-topup-{user_id}-{amount_cents}-{int(time.time() // 60)}""`.",,Open,,,
SPINR-287,Minor,P2,Backend · Wallet & Corporate,wallet.py,backend/routes/wallet.py:299,Reporting / Data,Wallet ledger row written outside the debit transaction — crash loses the audit entry,"wallet_pay debits the balance inside the wallet_pay_for_ride RPC but inserts the wallet_transactions ledger row afterward from Python; a crash or DB error between the two leaves a balance change with no ledger entry, breaking the module's 'audit trail is immutable' guarantee and making balance_after reconstruction impossible.","Dashboards, metrics, receipts, or tax records show wrong numbers, undermining decisions and audits.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.",Move the wallet_transactions insert into the wallet_pay_for_ride Postgres function so debit and ledger row commit atomically.,Move the wallet_transactions insert into the wallet_pay_for_ride Postgres function so debit and ledger row commit atomically.,,Open,,,
SPINR-288,Minor,P2,Backend · Wallet & Corporate,wallet.py,backend/routes/wallet.py:362,Reporting / Data,GET /wallet/transactions returns page length as 'total',"The endpoint reports ""total"": len(txns) where txns is the paginated page, so clients always see total <= limit and pagination UIs cannot know the real transaction count.","Dashboards, metrics, receipts, or tax records show wrong numbers, undermining decisions and audits.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Either drop the misleading field, return has_more via the limit+1 trick, or run a separate count query for the wallet's transactions.","Either drop the misleading field, return has_more via the limit+1 trick, or run a separate count query for the wallet's transactions.",,Open,,,
